date,game_id,status,home_team,away_team,neutral,overtime,home_score,away_score,result_margin,result_total,home_rating,away_rating,home_advantage,projected_winner,projected_spread,projected_home_spread,projected_win_prob,projected_home_score,projected_away_score,projected_total
2025-12-09,2025-12-09|New York Knicks|Toronto Raptors,final,Toronto Raptors,New York Knicks,False,False,101.0,117.0,-16.0,218.0,1.35973591285235,6.363133616668737,-1.1048234975056515,New York Knicks,6.1082212013220385,-6.1082212013220385,0.28032173678743155,112.38639742072935,118.49461862205139,230.88101604278074
2025-12-10,2025-12-10|Phoenix Suns|Oklahoma City Thunder,final,Oklahoma City Thunder,Phoenix Suns,False,False,138.0,89.0,49.0,227.0,11.427846652099367,3.0778692065981805,4.323125985790036,Oklahoma City Thunder,-12.673103431291224,12.673103431291224,0.8761235901923741,120.93811421564561,108.26501078435439,229.203125
2025-12-10,2025-12-10|San Antonio Spurs|Los Angeles Lakers,final,Los Angeles Lakers,San Antonio Spurs,False,False,119.0,132.0,-13.0,251.0,4.984814963550581,6.732817343411236,-2.4222766422775206,San Antonio Spurs,4.1702790221381765,-4.1702790221381765,0.34440495979797364,114.75046654953697,118.92074557167514,233.6712121212121
2025-12-11,2025-12-11|Boston Celtics|Milwaukee Bucks,final,Milwaukee Bucks,Boston Celtics,False,False,116.0,101.0,15.0,217.0,-3.0581328043516987,3.266409126077347,4.09961795283634,Boston Celtics,2.224923977592706,-2.224923977592706,0.4149741725522389,112.8799622536279,115.1048862312206,227.9848484848485
2025-12-11,2025-12-11|Denver Nuggets|Sacramento Kings,final,Sacramento Kings,Denver Nuggets,False,False,105.0,136.0,-31.0,241.0,-5.608749847158277,4.823066776850101,-2.434784326241355,Denver Nuggets,12.866600950249733,-12.866600950249733,0.1206710185047713,113.05107452487513,125.91767547512487,238.96875
2025-12-11,2025-12-11|Los Angeles Clippers|Houston Rockets,final,Houston Rockets,Los Angeles Clippers,False,False,115.0,113.0,2.0,228.0,4.854177867423597,-3.999990306820603,5.7480439822003,Houston Rockets,-14.602212156444502,14.602212156444502,0.9049950434735015,121.99868672338353,107.39647456693903,229.39516129032256
2025-12-11,2025-12-11|Portland Trail Blazers|New Orleans Pelicans,final,New Orleans Pelicans,Portland Trail Blazers,False,False,143.0,120.0,23.0,263.0,-7.4123535869014905,-1.076035337885097,4.766477522610943,Portland Trail Blazers,1.5698407264054506,-1.5698407264054506,0.43971447353940335,118.03081047458693,119.60065120099239,237.63146167557932
2025-12-12,2025-12-12|Atlanta Hawks|Detroit Pistons,final,Detroit Pistons,Atlanta Hawks,False,False,142.0,115.0,27.0,257.0,5.973768646051718,-1.4983469702137577,0.7800881257205348,Detroit Pistons,-8.25220374198601,8.25220374198601,0.7813945716424484,121.9822599592283,113.73005621724228,235.71231617647058
2025-12-12,2025-12-12|Brooklyn Nets|Dallas Mavericks,final,Dallas Mavericks,Brooklyn Nets,False,False,119.0,111.0,8.0,230.0,-4.559644697700993,-5.014394269100372,3.116168938173971,Dallas Mavericks,-3.57091850957335,3.57091850957335,0.634415740918934,115.5374200391004,111.96650152952705,227.50392156862745
2025-12-12,2025-12-12|Chicago Bulls|Charlotte Hornets,final,Charlotte Hornets,Chicago Bulls,False,False,126.0,129.0,-3.0,255.0,-5.196835280815433,-1.8746275836023327,3.574253617224744,Charlotte Hornets,-0.2520459200116436,0.2520459200116436,0.5097252380157509,118.81352296000583,118.56147703999417,237.375
2025-12-12,2025-12-12|Cleveland Cavaliers|Washington Wizards,final,Washington Wizards,Cleveland Cavaliers,False,False,126.0,130.0,-4.0,256.0,-9.127672320717876,0.16847419438047906,-2.2232999302589644,Cleveland Cavaliers,11.51944644535732,-11.51944644535732,0.1445324554062253,112.9430756388014,124.46252208415872,237.40559772296012
2025-12-12,2025-12-12|Indiana Pacers|Philadelphia 76ers,final,Philadelphia 76ers,Indiana Pacers,False,False,115.0,105.0,10.0,220.0,0.4835721595788196,-10.964758742911087,-2.2224258142984166,Philadelphia 76ers,-9.22590508819149,9.22590508819149,0.8059823271038951,119.79401315015636,110.56810806196486,230.36212121212122
2025-12-12,2025-12-12|Minnesota Timberwolves|Golden State Warriors,final,Golden State Warriors,Minnesota Timberwolves,False,False,120.0,127.0,-7.0,247.0,0.8191239171999589,3.876952192229939,7.509669178314511,Golden State Warriors,-4.451840903284531,4.451840903284531,0.6653408815796157,117.6501628758847,113.19832197260017,230.84848484848487
2025-12-12,2025-12-12|Utah Jazz|Memphis Grizzlies,final,Memphis Grizzlies,Utah Jazz,False,False,126.0,130.0,-4.0,256.0,-1.2309638034360872,-1.825660982842028,3.173120559720777,Memphis Grizzlies,-3.7678177391267176,3.7678177391267176,0.6414357369170893,121.54444314375691,117.7766254046302,239.3210685483871
2025-12-13,2025-12-13|New York Knicks|Orlando Magic,final,Orlando Magic,New York Knicks,False,False,120.0,132.0,-12.0,252.0,2.534728893900602,6.363133616668737,0.8890511877268042,New York Knicks,2.939353535041331,-2.939353535041331,0.38847685711693447,115.21971717187327,118.1590707069146,233.37878787878788
2025-12-13,2025-12-13|San Antonio Spurs|Oklahoma City Thunder,final,Oklahoma City Thunder,San Antonio Spurs,False,False,109.0,111.0,-2.0,220.0,11.427846652099367,6.732817343411236,4.323125985790036,Oklahoma City Thunder,-9.018155294478166,9.018155294478166,0.8009183976217524,120.31968370784513,111.30152841336697,231.6212121212121
2025-12-14,2025-12-14|Charlotte Hornets|Cleveland Cavaliers,final,Cleveland Cavaliers,Charlotte Hornets,False,False,111.0,119.0,-8.0,230.0,0.16847419438047906,-5.196835280815433,0.8543643400241842,Cleveland Cavaliers,-6.219673815220097,6.219673815220097,0.7231358400741571,120.77206117231593,114.55238735709584,235.32444852941177
2025-12-14,2025-12-14|Golden State Warriors|Portland Trail Blazers,final,Portland Trail Blazers,Golden State Warriors,False,False,136.0,131.0,5.0,267.0,-1.076035337885097,0.8191239171999589,1.3086200786342315,Golden State Warriors,0.5865391764508245,-0.5865391764508245,0.4773808727022643,115.98703344207762,116.57357261852844,232.56060606060606
2025-12-14,2025-12-14|Los Angeles Lakers|Phoenix Suns,final,Phoenix Suns,Los Angeles Lakers,False,False,114.0,116.0,-2.0,230.0,3.0778692065981805,4.984814963550581,3.8733148685580803,Phoenix Suns,-1.96636911160568,1.96636911160568,0.5753050147762672,116.60974705580284,114.64337794419717,231.253125
